Major,Major Cluster,Major Subcluster,Academic Division,Degree Level,Graduation Year,Job Title,Job Function,Company,Industry Group,State
Chemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Physical Therapist,Healthcare & Clinical,Abbott Northwestern Hospital,Healthcare & Medical,GA
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Legal Coordinator,Legal,3M,Technology & Software,FL
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Consultant,Consulting & Advisory,Deloitte,Professional Services & Consulting,WA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Business Development Associate,Sales & Business Development,EY,Professional Services & Consulting,WA
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Business Intelligence Analyst,Data & Analytics,CBRE Group,Construction / Engineering / Real Estate,IL
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Electrical Engineer,Engineering,Mayo Clinic,Healthcare & Medical,NE
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Assistant,Other,Ameriprise Financial,Financial Services & Insurance,MA
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Underwriter,Finance & Accounting,Accenture,Technology & Software,IL
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Data Analyst,Data & Analytics,Wells Fargo,Financial Services & Insurance,IA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Appraiser,Real Estate,Minneapolis Public Schools,Education & Academia,WI
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Inside Sales Rep,Sales & Business Development,KPMG,Financial Services & Insurance,CO
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Systems Administrator,Software & IT,Wayzata Public Schools,Education & Academia,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Social Media Manager,Marketing & Communications,US Army,Government & Public Service,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Legal Coordinator,Legal,Mortenson,Construction / Engineering / Real Estate,WI
Data Analytics,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Web Developer,Software & IT,CenterPoint Energy,Energy & Utilities,FL
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2025,Case Manager,Nonprofit & Social Services,Wayzata Public Schools,Education & Academia,IA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Tax Associate,Finance & Accounting,Fastenal,Retail & Consumer Products,IA
COJO Strategic Communications,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2020,Content Strategist,Marketing & Communications,Deloitte,Professional Services & Consulting,OH
Criminal Justice,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2022,Analyst,Other,Mayo Clinic,Healthcare & Medical,WA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Consultant,Consulting & Advisory,Allianz,Financial Services & Insurance,MN
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Tax Associate,Finance & Accounting,PwC,Professional Services & Consulting,WA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Civil Engineer,Engineering,NextEra Energy,Energy & Utilities,MN
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Marketing Coordinator,Marketing & Communications,University of St. Thomas,Education & Academia,MN
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Research Scientist,Research & Science,University of St. Thomas,Education & Academia,IA
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Research Assistant,Research & Science,Fastenal,Retail & Consumer Products,SD
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Inside Sales Rep,Sales & Business Development,Cargill,Manufacturing & Industrial,OH
Educational Studies,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2025,Logistics Manager,Operations & Supply Chain,US Army,Government & Public Service,IA
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2023,Social Media Manager,Marketing & Communications,Microsoft,Technology & Software,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Social Media Manager,Marketing & Communications,McGough Construction,Construction / Engineering / Real Estate,SD
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Analytics Consultant,Data & Analytics,Land O'Lakes,Retail & Consumer Products,CO
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Physical Therapist,Healthcare & Clinical,McGough Construction,Construction / Engineering / Real Estate,NY
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Social Media Manager,Marketing & Communications,Ryan Companies,Construction / Engineering / Real Estate,CO
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Data Scientist,Data & Analytics,Fastenal,Retail & Consumer Products,NE
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Operations Director,Management & Leadership,Deloitte,Professional Services & Consulting,NY
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Marketing Coordinator,Marketing & Communications,PwC,Professional Services & Consulting,MN
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Inside Sales Rep,Sales & Business Development,McKinsey,Professional Services & Consulting,WA
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Compliance Analyst,Legal,University of St. Thomas,Education & Academia,WI
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Underwriter,Finance & Accounting,Intel,Technology & Software,CO
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Government Affairs Specialist,Government & Public Service,Google,Technology & Software,NY
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2025,Grant Writer,Nonprofit & Social Services,St. Paul Public Schools,Education & Academia,NY
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Site Supervisor,Construction & Trades,Accenture,Professional Services & Consulting,MN
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Contract Specialist,Legal,Allianz,Financial Services & Insurance,IA
Philosophy,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2019,Analytics Consultant,Data & Analytics,General Mills,Manufacturing & Industrial,NY
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2024,Social Worker,Nonprofit & Social Services,Mayo Clinic,Healthcare & Medical,IA
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Site Supervisor,Construction & Trades,Toro Company,Manufacturing & Industrial,MN
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Teacher,Education & Teaching,UnitedHealth Group,Healthcare & Medical,GA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Web Developer,Software & IT,PwC,Financial Services & Insurance,SD
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Data Analyst,Data & Analytics,Land O'Lakes,Retail & Consumer Products,NE
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Research Assistant,Research & Science,Microsoft,Technology & Software,WI
Real Estate Studies,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Social Media Manager,Marketing & Communications,Optum,Technology & Software,OH
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Appraiser,Real Estate,Fastenal,Retail & Consumer Products,FL
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Tax Associate,Finance & Accounting,McGough Construction,Construction / Engineering / Real Estate,MN
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2021,Policy Analyst,Government & Public Service,Mortenson,Construction / Engineering / Real Estate,MN
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Physical Therapist,Healthcare & Clinical,Wayzata Public Schools,Education & Academia,GA
English,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2022,Clinical Research Coordinator,Healthcare & Clinical,Fairview,Healthcare & Medical,TX
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,DevOps Engineer,Software & IT,McKinsey,Professional Services & Consulting,IL
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Clinical Research Coordinator,Healthcare & Clinical,Accenture,Professional Services & Consulting,ND
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Quantitative Analyst,Data & Analytics,IBM,Technology & Software,ND
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Program Coordinator,Nonprofit & Social Services,AmeriCorps,Government & Public Service,OH
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Program Manager,Management & Leadership,EY,Professional Services & Consulting,MN
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Scientist,Research & Science,Mayo Clinic,Healthcare & Medical,MN
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2021,DevOps Engineer,Software & IT,KPMG,Professional Services & Consulting,WI
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,Grant Writer,Nonprofit & Social Services,Osseo Area Schools,Education & Academia,ND
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Business Development Associate,Sales & Business Development,Wells Fargo,Financial Services & Insurance,MN
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Consultant,Consulting & Advisory,Mortenson,Construction / Engineering / Real Estate,ND
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Coordinator,Other,US Bank,Financial Services & Insurance,CA
Philosophy,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Construction Manager,Construction & Trades,Minneapolis Public Schools,Education & Academia,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Graphic Designer,Design & Creative,Land O'Lakes,Retail & Consumer Products,MN
Communication Studies,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2019,Content Strategist,Marketing & Communications,EY,Professional Services & Consulting,CA
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Associate,Other,Medtronic,Manufacturing & Industrial,WA
Strategic Comm: Ad and PR,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2019,Brand Manager,Marketing & Communications,Optum,Technology & Software,OH
Philosophy,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2022,Legal Assistant,Legal,Deloitte,Professional Services & Consulting,WI
Music - Business,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2023,Quantitative Analyst,Data & Analytics,Wayzata Public Schools,Education & Academia,WA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Social Media Manager,Marketing & Communications,Google,Technology & Software,MN
Educational Studies,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2025,Education Coordinator,Education & Teaching,Minneapolis Public Schools,Education & Academia,IL
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Sales Representative,Sales & Business Development,RBC Wealth Management,Financial Services & Insurance,MN
Operations Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Appraiser,Real Estate,3M,Manufacturing & Industrial,ND
COJO Strategic Communications,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2019,Brand Manager,Marketing & Communications,PwC,Professional Services & Consulting,CO
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Sales Representative,Sales & Business Development,Accenture,Professional Services & Consulting,OH
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Electrical Engineer,Engineering,Mortenson,Construction / Engineering / Real Estate,CO
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Case Manager,Nonprofit & Social Services,General Mills,Manufacturing & Industrial,WA
Real Estate Studies,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Data Analyst,Data & Analytics,CenterPoint Energy,Energy & Utilities,CO
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Social Media Manager,Marketing & Communications,CBRE Group,Construction / Engineering / Real Estate,OH
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Registered Nurse,Healthcare & Clinical,Hennepin County,Government & Public Service,CO
Real Estate Studies,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Community Outreach Specialist,Nonprofit & Social Services,AWS,Technology & Software,MN
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Compliance Analyst,Legal,Cargill,Retail & Consumer Products,CA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,DevOps Engineer,Software & IT,McGough Construction,Construction / Engineering / Real Estate,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Financial Analyst,Finance & Accounting,Target,Retail & Consumer Products,GA
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Clinical Research Coordinator,Healthcare & Clinical,Fairview,Healthcare & Medical,MA
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2019,Education Coordinator,Education & Teaching,UnitedHealth Group,Technology & Software,SD
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Financial Analyst,Finance & Accounting,PwC,Professional Services & Consulting,TX
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Project Engineer,Engineering,IBM,Technology & Software,TX
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,Clinical Research Associate,Research & Science,Children's Minnesota,Healthcare & Medical,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Accountant,Finance & Accounting,EY,Financial Services & Insurance,MN
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Analytics Consultant,Data & Analytics,Target,Retail & Consumer Products,MN
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2020,Underwriter,Finance & Accounting,Allianz,Financial Services & Insurance,OH
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Inside Sales Rep,Sales & Business Development,Medtronic,Manufacturing & Industrial,IA
Sociology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2023,Teaching Assistant,Education & Teaching,EY,Financial Services & Insurance,MN
